+----------------------------------------------------------------------------------------------------------------------+--------+
|                                                        title                                                         | rating |
| Vorobey                                                                                                              | 6.0    |
| Waiting for Forever                                                                                                  | 6.0    |
| Was ich bin sind meine Filme - Teil 2... nach 30 Jahren                                                              | 6.0    |
| Whiskey Blue                                                                                                         | 6.0    |
| White As Snow                                                                                                        | 6.0    |
| Wladcy Marionetek                                                                                                    | 6.0    |
| Yamada: Samurai of Ayothaya                                                                                          | 6.0    |
| Yanoosak                                                                                                             | 6.0    |
| Yearning for Karim                                                                                                   | 6.0    |
| You Are Here                                                                                                         | 6.0    |
| Zaritsas: Russian Women in New York                                                                                  | 6.0    |
| Zebraman 2: Attack on Zebra City                                                                                     | 6.0    |
| Ziteitai pseftis                                                                                                     | 6.0    |
| Zwischen Himmel und Erde. Anthroposophie heute                                                                       | 6.0    |
| iCrime                                                                                                               | 6.0    |
| 18 Bilder/Sek                                                                                                        | 5.9    |
| 22nd of May                                                                                                          | 5.9    |
| 8 Uhr 28                                                                                                             | 5.9    |
| A Better Tomorrow                                                                                                    | 5.9    |
| A Few Days of Respite                                                                                                | 5.9    |
| A Última Famel                                                                                                       | 5.9    |
| Aardvark                                                                                                             | 5.9    |
| Afinidades                                                                                                           | 5.9    |
| Ai no kotodama: sekai no hatemade                                                                                    | 5.9    |
| Albino United                                                                                                        | 5.9    |
| Alice                                                                                                                | 5.9    |
| Alice, ou les désirs                                                                                                 | 5.9    |
| Anarchy in Zirmunai                                                                                                  | 5.9    |
| Arcadia Lost                                                                                                         | 5.9    |
| Arohan                                                                                                               | 5.9    |
| Barry Munday                                                                                                         | 5.9    |
| Bass Ackwards                                                                                                        | 5.9    |
| Behind the Eight Ball                                                                                                | 5.9    |
| Birthright                                                                                                           | 5.9    |
| Blades of Blood                                                                                                      | 5.9    |
| Bloomington                                                                                                          | 5.9    |
| Brief uit Polen                                                                                                      | 5.9    |
| Burning Bright                                                                                                       | 5.9    |
| Church                                                                                                               | 5.9    |
| Collide                                                                                                              | 5.9    |
| Corridor                                                                                                             | 5.9    |
| Crew Film: TheVolume                                                                                                 | 5.9    |
| David Bowie: Rare and Unseen                                                                                         | 5.9    |
| Dear Prudence                                                                                                        | 5.9    |
| Death and Glory in Changde                                                                                           | 5.9    |
| Deep in the Woods                                                                                                    | 5.9    |
| Der grosse Kater                                                                                                     | 5.9    |
| Dil Tate Deichi                                                                                                      | 5.9    |
| Distant Thunder                                                                                                      | 5.9    |
| Don't Tread on Me                                                                                                    | 5.9    |
| Driverless                                                                                                           | 5.9    |
| Eden Iowa                                                                                                            | 5.9    |
| El baile de San Juan                                                                                                 | 5.9    |
| Enemy of the State: Camp FEMA Part 2                                                                                 | 5.9    |
| Feral Autumn                                                                                                         | 5.9    |
| Five                                                                                                                 | 5.9    |
| Food and the Maiden                                                                                                  | 5.9    |
| For Christ's Sake                                                                                                    | 5.9    |
| Friday the 13th: No Man's Land                                                                                       | 5.9    |
| Friends and Lovers                                                                                                   | 5.9    |
| Golimar                                                                                                              | 5.9    |
| Grown Ups                                                                                                            | 5.9    |
| Handlebar                                                                                                            | 5.9    |
| He's on Duty                                                                                                         | 5.9    |
| Helsinki Underground                                                                                                 | 5.9    |
| Henri 4                                                                                                              | 5.9    |
| Holy Rollers                                                                                                         | 5.9    |
| How I Wonder What You Are                                                                                            | 5.9    |
| I Am an Island                                                                                                       | 5.9    |
| I Heart Doomsday                                                                                                     | 5.9    |
| I Will Follow                                                                                                        | 5.9    |
| If You Are the One 2                                                                                                 | 5.9    |
| Ijjodu                                                                                                               | 5.9    |
| In Case of Love                                                                                                      | 5.9    |
| Jaloux                                                                                                               | 5.9    |
| Jimmy Tupper vs. the Goatman of Bowie                                                                                | 5.9    |
| Johnnie Got His Gun!                                                                                                 | 5.9    |
| Just Wright                                                                                                          | 5.9    |
| Karma                                                                                                                | 5.9    |
| Karma - Ich komme wieder                                                                                             | 5.9    |
| Kompensatsiya                                                                                                        | 5.9    |
| Krews                                                                                                                | 5.9    |
| Krishna Leelai                                                                                                       | 5.9    |
| Leading Ladies                                                                                                       | 5.9    |
| Leap Year                                                                                                            | 5.9    |
| Left for Dead                                                                                                        | 5.9    |
| Limbo                                                                                                                | 5.9    |
| Love Come                                                                                                            | 5.9    |
| Lucía                                                                                                                | 5.9    |
| Maathi Yosi                                                                                                          | 5.9    |
| Made in Poland                                                                                                       | 5.9    |
| Magic                                                                                                                | 5.9    |
| Magika                                                                                                               | 5.9    |
| Mamarazzi                                                                                                            | 5.9    |
| Me and My Umbrella                                                                                                   | 5.9    |
| Mega Mindy en het zwarte kristal                                                                                     | 5.9    |
| Memleket meselesi                                                                                                    | 5.9    |
| Minus One                                                                                                            | 5.9    |
| Muerte en alto contraste                                                                                             | 5.9    |
| Naomi                                                                                                                | 5.9    |
| Nessuna Speranza Nessuna Paura                                                                                       | 5.9    |
| Ngangkung                                                                                                            | 5.9    |
| Night on Has Been Mountain                                                                                           | 5.9    |
| No controles                                                                                                         | 5.9    |
| Nobody                                                                                                               | 5.9    |
| Northern Comfort                                                                                                     | 5.9    |
| Notizie degli scavi                                                                                                  | 5.9    |
| Orly                                                                                                                 | 5.9    |
| Pauline & François                                                                                                   | 5.9    |
| Peepers                                                                                                              | 5.9    |
| Percy Jackson & the Olympians: The Lightning Thief                                                                   | 5.9    |
| Perfect Education: Maid, for You                                                                                     | 5.9    |
| Petty Cash                                                                                                           | 5.9    |
| Phase 7                                                                                                              | 5.9    |
| Port of Memory                                                                                                       | 5.9    |
| Priest of Evil                                                                                                       | 5.9    |
| Primordial Ties                                                                                                      | 5.9    |
| Prince of Swine                                                                                                      | 5.9    |
| Putty Hill                                                                                                           | 5.9    |
| Ramayana: The Epic                                                                                                   | 5.9    |
| Regresa                                                                                                              | 5.9    |
| Rina                                                                                                                 | 5.9    |
| SP: The Motion Picture I                                                                                             | 5.9    |
| Sacrifice                                                                                                            | 5.9    |
| Secuestro y muerte                                                                                                   | 5.9    |
| Senggol Bacok                                                                                                        | 5.9    |
| Small Town Murder Songs                                                                                              | 5.9    |
| Some Days Are Better Than Others                                                                                     | 5.9    |
| Sorelle Mai                                                                                                          | 5.9    |
| Standing Firm                                                                                                        | 5.9    |
| Star Trek I: Specter of the Past                                                                                     | 5.9    |
| StreetDance 3D                                                                                                       | 5.9    |
| Sudkate Salateped                                                                                                    | 5.9    |
| Suicide Club                                                                                                         | 5.9    |
| Summer of Goliath                                                                                                    | 5.9    |
| Szeretlek, Faust                                                                                                     | 5.9    |
| Tell Me Your Wish                                                                                                    | 5.9    |
| Texas Frightmare Massacre                                                                                            | 5.9    |
| The Aviatrix of Kazbek                                                                                               | 5.9    |
| The Blue Ridge Parkway: A Long and Winding Road                                                                      | 5.9    |
| The Bright Side of the Moon                                                                                          | 5.9    |
| The Builder                                                                                                          | 5.9    |
| The Chasing World 2                                                                                                  | 5.9    |
| The Colonel's Bride                                                                                                  | 5.9    |
| The Depths                                                                                                           | 5.9    |
| The Drummond Will                                                                                                    | 5.9    |
| The Family Complete                                                                                                  | 5.9    |
| The Father and the Foreigner                                                                                         | 5.9    |
| The Gainesville Ripper                                                                                               | 5.9    |
| The Guide                                                                                                            | 5.9    |
| The Hitch                                                                                                            | 5.9    |
| The Justice of Wolves                                                                                                | 5.9    |
| The Mystery of Sleep                                                                                                 | 5.9    |
| The Next Door Neighbor                                                                                               | 5.9    |
| The Potential Inside                                                                                                 | 5.9    |
| The Realm                                                                                                            | 5.9    |
| The Rising Sun                                                                                                       | 5.9    |
| The Santa Claus Gang                                                                                                 | 5.9    |
| The Snow Queen                                                                                                       | 5.9    |
| The Storytelling Show                                                                                                | 5.9    |
| The Town of Badante Women                                                                                            | 5.9    |
| The Untitled Kartik Krishnan Project                                                                                 | 5.9    |
| The Waiting Room                                                                                                     | 5.9    |
| The Wrong Hands                                                                                                      | 5.9    |
| The Youngest Son                                                                                                     | 5.9    |
| To Sir with Love                                                                                                     | 5.9    |
| Transit Cities                                                                                                       | 5.9    |
| Trick the Movie: Psychic Battle Royale                                                                               | 5.9    |
| Turk's Head                                                                                                          | 5.9    |
| Two Sunny Days                                                                                                       | 5.9    |
| Undocumented                                                                                                         | 5.9    |
| Uçan melekler                                                                                                        | 5.9    |
| Viola                                                                                                                | 5.9    |
| Wasted on the Young                                                                                                  | 5.9    |
| Wide Blue Yonder                                                                                                     | 5.9    |
| Wrists                                                                                                               | 5.9    |
| 'Master Harold' ... And the Boys                                                                                     | 5.8    |
| 14 Days with Victor                                                                                                  | 5.8    |
| 37                                                                                                                   | 5.8    |
| 4.3.2.1.                                                                                                             | 5.8    |
| 5 Star Day                                                                                                           | 5.8    |
| A Windigo Tale                                                                                                       | 5.8    |
| Ai no ejiki: Onna kyôshi Haruka no kokuhaku                                                                          | 5.8    |
| Aku Tak Bodoh                                                                                                        | 5.8    |
| Alphonso Bow                                                                                                         | 5.8    |
| American Jihadist                                                                                                    | 5.8    |
| Amigo                                                                                                                | 5.8    |
| Angelus Hiroshimae                                                                                                   | 5.8    |
| Anjaana Anjaani                                                                                                      | 5.8    |
| Arrieros                                                                                                             | 5.8    |
| Arvostetulla alueella                                                                                                | 5.8    |
| Assalto ao Santa Maria                                                                                               | 5.8    |
| Bachao - Inside Bhoot Hai...                                                                                         | 5.8    |
| Bajaw Biyer Bajna                                                                                                    | 5.8    |
| Bale Pandiya                                                                                                         | 5.8    |
| Bas-fonds                                                                                                            | 5.8    |
| Being Kosher                                                                                                         | 5.8    |
| Beyond Life                                                                                                          | 5.8    |
| Black Widow                                                                                                          | 5.8    |
| Break Up Club                                                                                                        | 5.8    |
| Bushwick                                                                                                             | 5.8    |
| C'est parti                                                                                                          | 5.8    |
| Cambio de sentido                                                                                                    | 5.8    |
| Caos                                                                                                                 | 5.8    |
| Chiru                                                                                                                | 5.8    |
| Chloe, A to Z                                                                                                        | 5.8    |
| Cindy Does Not Love Me                                                                                               | 5.8    |
| Clash of the Titans                                                                                                  | 5.8    |
| Close to You                                                                                                         | 5.8    |
| Collector Gari Bharya                                                                                                | 5.8    |
| Consent                                                                                                              | 5.8    |
| Coursier                                                                                                             | 5.8    |
| Death and Cremation                                                                                                  | 5.8    |
| Do Elephants Pray?                                                                                                   | 5.8    |
| Eat Pray Love                                                                                                        | 5.8    |
| Elisa K                                                                                                              | 5.8    |
| Eno Onthara                                                                                                          | 5.8    |
| Ev                                                                                                                   | 5.8    |
| Farewell Baghdad                                                                                                     | 5.8    |
| Fatal                                                                                                                | 5.8    |
| Father                                                                                                               | 5.8    |
| Father of Invention                                                                                                  | 5.8    |
| Festival                                                                                                             | 5.8    |
| Five Minarets in New York                                                                                            | 5.8    |
| Fly Trap                                                                                                             | 5.8    |
| Gabi on the Roof in July                                                                                             | 5.8    |
| Gangor                                                                                                               | 5.8    |
| Ghost from the Machine                                                                                               | 5.8    |
| Good Neighbours                                                                                                      | 5.8    |
| Hatchet Sisters                                                                                                      | 5.8    |
| Hayfever                                                                                                             | 5.8    |
| Head Hands Heart                                                                                                     | 5.8    |
| Heroes of the Tay Son Dynasty                                                                                        | 5.8    |
| Hi-eo-ro                                                                                                             | 5.8    |
| Hier kommt Lola                                                                                                      | 5.8    |
| High School                                                                                                          | 5.8    |
| Hitler in Hollywood                                                                                                  | 5.8    |
| House of Black Wings                                                                                                 | 5.8    |
| Hunter Prey                                                                                                          | 5.8    |
| In Ghost House Inn                                                                                                   | 5.8    |
| Inadina film çekmek                                                                                                  | 5.8    |
| Irumbukkottai Murattu Singam                                                                                         | 5.8    |
| Ispansi!                                                                                                             | 5.8    |
| Jefferson                                                                                                            | 5.8    |
| Juan                                                                                                                 | 5.8    |
| Juliets                                                                                                              | 5.8    |
| Kaadhal Solla Vanthaen                                                                                               | 5.8    |
| Kattradhu Kalavu                                                                                                     | 5.8    |
| King's Road                                                                                                          | 5.8    |
| Kiss Me Again                                                                                                        | 5.8    |
| Krec! Jak kochasz, to krec!                                                                                          | 5.8    |
| Kurt Josef Wagle og legenden om Fjordheksa                                                                           | 5.8    |
| L'amour, c'est mieux à deux                                                                                          | 5.8    |
| La bani, la cap, la oase                                                                                             | 5.8    |
| Lance et compte                                                                                                      | 5.8    |
| Liefling                                                                                                             | 5.8    |
| Lock Up                                                                                                              | 5.8    |
| Lost Crime                                                                                                           | 5.8    |
| Lost in Africa                                                                                                       | 5.8    |
| Love & Slaps                                                                                                         | 5.8    |
| Love Etc.                                                                                                            | 5.8    |
| Love in Perth                                                                                                        | 5.8    |
| Lover's Discourse                                                                                                    | 5.8    |
| Luks Glück                                                                                                           | 5.8    |
| Mamas & Papas                                                                                                        | 5.8    |
| March!                                                                                                               | 5.8    |
| Marieke, Marieke                                                                                                     | 5.8    |
| Matataki                                                                                                             | 5.8    |
| Meet Monica Velour                                                                                                   | 5.8    |
| Melach Yam                                                                                                           | 5.8    |
| Memories of a Burning Tree                                                                                           | 5.8    |
| Middle Men                                                                                                           | 5.8    |
| Mirror, Mirror                                                                                                       | 5.8    |
| Miss You Like Crazy                                                                                                  | 5.8    |
| Mission Posssible                                                                                                    | 5.8    |
| Motion Sickness                                                                                                      | 5.8    |
| Mutant Girls Squad                                                                                                   | 5.8    |
| My Girlfriend's Boyfriend                                                                                            | 5.8    |
| My Own Love Song                                                                                                     | 5.8    |
| NYman with a Movie Camera                                                                                            | 5.8    |
| Ne nado pechalitsya                                                                                                  | 5.8    |
| Não Se Pode Viver Sem Amor                                                                                           | 5.8    |
| Nómadas                                                                                                              | 5.8    |
| Ollie Kepler's Expanding Purple World                                                                                | 5.8    |
| Once a Gangster                                                                                                      | 5.8    |
| Outbreak: Anatomy of a Plague                                                                                        | 5.8    |
| Papa Mau                                                                                                             | 5.8    |
| Pera Güzeli                                                                                                          | 5.8    |
| Philippine New Wave: This Is Not a Film Movement                                                                     | 5.8    |
| Please Don't Disturb                                                                                                 | 5.8    |
| Podsadnoy                                                                                                            | 5.8    |
| Pop Star                                                                                                             | 5.8    |
| Pro lyuboff                                                                                                          | 5.8    |
| Qaysarlar                                                                                                            | 5.8    |
| Rabies                                                                                                               | 5.8    |
| Raging Boll                                                                                                          | 5.8    |
| Rautaa rajan taa                                                                                                     | 5.8    |
| Reds & Blues: The Ballad of Dixie & Kenny                                                                            | 5.8    |
| Repeaters                                                                                                            | 5.8    |
| Resident Evil: Afterlife                                                                                             | 5.8    |
| Robin Hood: The Truth Behind Hollywood's Most Filmed Legend                                                          | 5.8    |
| Rubber                                                                                                               | 5.8    |
| Ryeosu                                                                                                               | 5.8    |
| School Is Over                                                                                                       | 5.8    |
| Secret Love                                                                                                          | 5.8    |
| Seven Minutes to Fall                                                                                                | 5.8    |
| Shibuya                                                                                                              | 5.8    |
| Simha                                                                                                                | 5.8    |
| Snatched!                                                                                                            | 5.8    |
| Snuf de hond en de IJsvogel                                                                                          | 5.8    |
| Soreike! Anpanman: Brakkunôzu to mahou no uta                                                                        | 5.8    |
| SoulBoy                                                                                                              | 5.8    |
| Spirit of Moksha - Kumbh Mela                                                                                        | 5.8    |
| State of Violence                                                                                                    | 5.8    |
| Strange Is Normal: The Amazing Life of Colin Wilson                                                                  | 5.8    |
| Struggle                                                                                                             | 5.8    |
| Susanna van Biljon                                                                                                   | 5.8    |
| Te presento a Laura                                                                                                  | 5.8    |
| The Afghan Caravan                                                                                                   | 5.8    |
| The Black Belle                                                                                                      | 5.8    |
| The Bridal Quarter                                                                                                   | 5.8    |
| The Dead Can't Dance                                                                                                 | 5.8    |
| The Dinner Party                                                                                                     | 5.8    |
| The Drifters                                                                                                         | 5.8    |
| The Experiment                                                                                                       | 5.8    |
| The Extra Man                                                                                                        | 5.8    |
| The Godchild                                                                                                         | 5.8    |
| The Holy Man III                                                                                                     | 5.8    |
| The Killing Jar                                                                                                      | 5.8    |
| The Little Death                                                                                                     | 5.8    |
| The Making of Plus One                                                                                               | 5.8    |
| The Man Who Collected Food                                                                                           | 5.8    |
| The Nutcrackers                                                                                                      | 5.8    |
| The Reef                                                                                                             | 5.8    |
| The Ring Road                                                                                                        | 5.8    |
| The Speed: Do or Die                                                                                                 | 5.8    |
| The Tear                                                                                                             | 5.8    |
| The Wolfman                                                                                                          | 5.8    |
| Torn                                                                                                                 | 5.8    |
| Trap                                                                                                                 | 5.8    |
| Treasure of the Black Jaguar                                                                                         | 5.8    |
| Triple Dog                                                                                                           | 5.8    |
| Tropico de Sangre                                                                                                    | 5.8    |
| Truce                                                                                                                | 5.8    |
| Unholy Reunion: Director's Cut                                                                                       | 5.8    |
| Unkraut im paradies                                                                                                  | 5.8    |
| We Play with Our Lives                                                                                               | 5.8    |
